cluster_id,rank,text,timestamp
2,1,"  Check out my blog alagray.com for some wardrobe inspiration #beauty #beautiful #beautyblog #beautyblogger #fashion #fashionblog #fashionblogger #fashionable #fashionista #fashionstyle #style #stylish #styleblog #styleblogger #streetstyle #streetfashion #zara #stevemadden #michaelkors #marcjacobs #melrose #la  beautiful, fashion, beauty, fashionista, streetstyle, styleblog, beautyblogger, style, fashionblog, fashionable, la, styleblogger, marcjacobs, melrose, stevemadden, fashionstyle, zara, stylish, michaelkors, fashionblogger, streetfashion, beautyblog",2016-01-26 21:21:29
2,2,"  MAKES A GREAT PRESENT OR BIRTHDAY GIFT!!! * * *LARGER SIZE FASHIONABLE SHOES  AND BOOTS AVAILABLE * * * \nPlease DM for Prices and Purchase Invoice.\n\nSPECIAL \u25c7\u25c7 WE OFFER FREE US DOMESTIC SHIPMENT ON WEDNESDAYS. \nCHECK OUT OUR 2 ON LINE STORES AND PASS ALONG THESE GREAT BUYS TO FAMILY AND FRIENDS. Visit www.bonanza.com/booths/FURBUYSPLUS and furbuysplus2.storenvy.com for Designer items At Discount prices, (#COACH, #WOMEN #CLOTHES, #MK, #JUICY COUTURE, #VINCE CAMUTO  #ACESSORIES,  #VINTAGE,  #SHOES, #BAGS, #NY #GIANTS #FANS, #APPAREL, #REBORN,  #DOLLS, #DOLLS)\n\nNEW ITEMS LIST DAILY, SO PLEASE INQUIRE IF ITEM NOT SEEN IN OUR STORES.  CAN ALSO MAKE  INSTANT PURCHASE HERE ON INSTAGRAM TOO. PLEASE DM US!!.  giants, coach, shoes, vince, juicy, reborn, women, bags, vintage, mk, acessories, ny, fans, apparel, dolls, clothes",2016-01-26 04:33:20
2,3,"  #fashion #style #hot #pretty #beauty #girl #rich #lifestyle #fitness #makeup #foodporn #summer #me #michaelkors #sexy #love #hair #healthy #workout #like #beach #chanel #selfie #pink #black #jetsetlife #me #sun #butt #funny  summer, fashion, love, rich, beauty, foodporn, selfie, makeup, hair, me, butt, sexy, girl, chanel, pink, funny, style, lifestyle, like, healthy, sun, jetsetlife, hot, black, pretty, fitness, michaelkors, beach, workout",2016-01-27 04:30:19
2,4,"  #fashion #style #hot #pretty #beauty #girl #rich #lifestyle #fitness #makeup #foodporn #summer #me #michaelkors #sexy #love #hair #healthy #workout #like #beach #chanel #selfie #pink #black #jetsetlife #me #sun #butt #funny  summer, fashion, love, rich, beauty, foodporn, selfie, makeup, hair, me, butt, sexy, girl, chanel, pink, funny, style, lifestyle, like, healthy, sun, jetsetlife, hot, black, pretty, fitness, michaelkors, beach, workout",2016-01-27 03:53:05
2,5,"  #fashion #style #hot #pretty #beauty #girl #rich #lifestyle #fitness #makeup #foodporn #summer #me #michaelkors #sexy #love #hair #healthy #workout #like #beach #chanel #selfie #pink #black #jetsetlife #me #sun #butt #funny  summer, fashion, love, rich, beauty, foodporn, selfie, makeup, hair, me, butt, sexy, girl, chanel, pink, funny, style, lifestyle, like, healthy, sun, jetsetlife, hot, black, pretty, fitness, michaelkors, beach, workout",2016-01-27 04:11:52
3,1,"  Details \u270c\n#me #girl #style #mystyle #stylish #outfit #ootd #look #tenuedujour #outfitoftheday #outfitinspiration #outfitstyle #outfitselfie #fashion #fashionista #fashioninspo #streetfashion  #streetstyle #polishgirl #blogger #instablog #fashionblogger #dailyoutfit #clothes #lookbook #photooftheday #potd #urbanoutfitters #fromwhereistand \U0001f400  fashion, ootd, look, blogger, fashionista, streetstyle, lookbook, tenuedujour, fashioninspo, urbanoutfitters, girl, outfit, outfitstyle, me, fromwhereistand, style, dailyoutfit, outfitinspiration, clothes, outfitselfie, outfitoftheday, mystyle, polishgirl, instablog, stylish, potd, fashionblogger, streetfashion, photooftheday",2016-01-26 17:51:30
3,2,"  #fashion #gasbijoux #style #fashiondiaries #instadaily #fashionstyle #fashionphotography #picoftheday #fashionistas #lookbook #follow4follow #d\xfcsseldorf #instacool #zadigetvoltaire #20k #marcbymarcjacobs #celine #streetfashion #streetshot #instafashion #gucci #celineaddict #highfashion #fashiondiary #love #fashionaddict #blogger #fashionblogger  fashion, love, blogger, streetfashion, gasbijoux, fashionaddict, fashionphotography, zadigetvoltaire, marcbymarcjacobs, celine, follow4follow, 20k, instadaily, streetshot, style, fashiondiaries, fashionblogger, lookbook, celineaddict, d\xfcsseldorf, highfashion, gucci, instacool, fashionstyle, fashiondiary, fashionistas, picoftheday, instafashion",2016-01-26 11:59:01
3,3,"  @00000  #zara #louboutinworld #manoloblahnik #manoloblahnikshoes #dvf #jimmychoo #shoes #fashionworld #fashionblogger #fashionworldwide #styleblogger #styleblog #style  style, styleblogger, manoloblahnikshoes, fashionblogger, dvf, manoloblahnik, styleblog, louboutinworld, fashionworld, zara, jimmychoo, fashionworldwide, shoes",2016-01-21 07:24:47
3,4,"  Ootd! One of my favourites \U0001f33a  #fashion #fashionblogger #fashionistas #fashionkilla #fashionista #fashionshow #fashionable #fashionaddict #fashionlove #style #stylist #streetstyle #styleblogger #styled #styleblogger #stylish #ootd #ootn #outfit #outfitoftheday #outfitinspiration #f4f #l4l #love #cute #styleinspiration #americanstyle #aritzia #americanapparel #mystyle #converse  cute, fashion, love, fashionista, streetstyle, fashionshow, fashionaddict, americanapparel, outfit, americanstyle, ootd, converse, aritzia, ootn, styleinspiration, fashionkilla, style, stylist, fashionable, fashionblogger, outfitinspiration, styleblogger, outfitoftheday, mystyle, styled, f4f, stylish, fashionlove, fashionistas, l4l",2016-01-27 02:12:36
3,5,"  #fwis #fashion #fashionblog #fashionblogger #blog #blogger #ootd #outfit #outfitoftheday #potd #picoftheday #personalshopper #mainstyleshopping #metoday #w\xfcrzburg #w\xfcrzburg #streetstyle #style #leatherjacket #fendi #knitwear #knit #acne #acnestudios #paige #leaherpants #like4like #likeforlike  knitwear, fashion, fwis, blogger, acnestudios, streetstyle, outfit, fendi, ootd, w\xfcrzburg, knit, like4like, style, paige, acne, leatherjacket, personalshopper, mainstyleshopping, blog, outfitoftheday, likeforlike, fashionblog, leaherpants, metoday, potd, fashionblogger, picoftheday",2016-01-27 07:32:57
4,1,"  \u2708\ufe0f @zhanna_bianca #fashion#dubai#vip#sweet#love#candy#luxe#hermes#bag#chanel#pink#dream#oae#italy#fashionweek#lovefashion#tiffany#bluebox#wedding#cartier#louisvuitton#lv#croco#dior#leila#fashionblogger  pink, fashion, love, sweet, tiffany, dubai, lovefashion, vip, dior, wedding, hermes, chanel, luxe, croco, oae, italy, louisvuitton, fashionblogger, fashionweek, candy, lv, bluebox, leila, bag, dream, cartier",2016-01-27 04:22:54
4,2,"  \u2708\ufe0f @zhanna_bianca #fashion#dubai#vip#sweet#love#candy#luxe#hermes#bag#chanel#pink#dream#oae#italy#fashionweek#lovefashion#tiffany#bluebox#wedding#cartier#louisvuitton#lv#croco#dior#leila#fashionblogger  pink, fashion, love, sweet, tiffany, dubai, lovefashion, vip, dior, wedding, hermes, chanel, luxe, croco, oae, italy, louisvuitton, fashionblogger, fashionweek, candy, lv, bluebox, leila, bag, dream, cartier",2016-01-27 04:22:54
4,3,"  \u2708\ufe0f @zhanna_bianca #fashion#dubai#vip#sweet#love#candy#luxe#hermes#bag#chanel#pink#dream#oae#italy#fashionweek#lovefashion#tiffany#bluebox#wedding#cartier#louisvuitton#lv#croco#dior#leila#fashionblogger  pink, fashion, love, sweet, tiffany, dubai, lovefashion, vip, dior, wedding, hermes, chanel, luxe, croco, oae, italy, louisvuitton, fashionblogger, fashionweek, candy, lv, bluebox, leila, bag, dream, cartier",2016-01-27 04:22:54
4,4,"  \u2708\ufe0f @zhanna_bianca #fashion#dubai#vip#sweet#love#candy#luxe#hermes#bag#chanel#pink#dream#oae#italy#fashionweek#lovefashion#tiffany#bluebox#wedding#cartier#louisvuitton#lv#croco#dior#leila#fashionblogger  pink, fashion, love, sweet, tiffany, dubai, lovefashion, vip, dior, wedding, hermes, chanel, luxe, croco, oae, italy, louisvuitton, fashionblogger, fashionweek, candy, lv, bluebox, leila, bag, dream, cartier",2016-01-27 04:22:54
4,5,"  goodnight babes\n-\n-\n-\n-\n-\n-\n-\n-\n-\n-\n-\n-\n#followshoutout#followmeplease#f4f#sfs#openrp#makeup#beauty#pretty#food#models#model#prettypeople#rp#mac#sephora#tumblr#rpmodels#gainpost#girlstuff#girly#nails#michaelkors#ft#followmeback #followforlike#tumblr#tumblrfeed#goals#letsallgaintrain  followmeback, beauty, food, nails, makeup, sfs, tumblr, mac, followforlike, followmeplease, sephora, openrp, ft, gainpost, followshoutout, rp, girlstuff, girly, letsallgaintrain, models, pretty, rpmodels, f4f, tumblrfeed, model, michaelkors, prettypeople, goals",2016-01-27 03:29:13
5,1,"  \U0001f1ee\U0001f1f9MFW #milanofashionweek #fw1617 @00000 @00000 #victorndigwe #sergerigvava  @zegnaofficial #ermenegildozegna #fashionshow #elitemodelmanagement #models #eliteboysdoitbetter #milano #luomoelitemilano  sergerigvava, ermenegildozegna, models, milano, luomoelitemilano, fashionshow, eliteboysdoitbetter, fw1617, milanofashionweek, elitemodelmanagement, victorndigwe",2016-01-16 12:47:37
5,2,"  \U0001f1ee\U0001f1f9MFW #milanofashionweek #fw1617 @zegnaofficial #ermenegildozegna #fashionshow #elitemodelmanagement #models #eliteboysdoitbetter #milano #luomoelitemilano  ermenegildozegna, models, milano, fashionshow, eliteboysdoitbetter, fw1617, milanofashionweek, elitemodelmanagement, luomoelitemilano",2016-01-16 12:20:36
5,3,"  #ermenegildozegna #aw1617 #milanfashionweek #couture #fashion  couture, fashion, ermenegildozegna, milanfashionweek, aw1617",2016-01-16 17:38:54
5,4,"  \U0001f1ee\U0001f1f9MFW #milanofashionweek #fw16 @james_parker_95 #jamesparker @benjaminbenedek #benjaminbenedek @pozzialessio #alessiopozzi @brioni_official #brioni  #fashionshow #elitemodelmanagement #models #eliteboysdoitbetter #milano #luomoelitemilano  jamesparker, fw16, fashionshow, luomoelitemilano, milano, eliteboysdoitbetter, milanofashionweek, models, alessiopozzi, brioni, benjaminbenedek, elitemodelmanagement",2016-01-19 09:47:18
5,5,"  Milano Fashion Week\nErmenegildo Zegna FW 16/17\n\n#ermenegildozegna #milanofashionweek #modauomo #autunnoinverno20162017 #fallwinter20162017#menswear #love #TagsForLikes.com #TagsForLikesApp #instagood #me #smile #follow #cute #photooftheday #followme #TagsForLikes.com #beautiful #happy #picoftheday #instadaily #swag #amazing #TFLers #fashion #igers #fun #summer #instalike #bestoftheday#instamood  beautiful, cute, fashion, love, summer, instalike, milanofashionweek, tagsforlikesapp, modauomo, igers, fallwinter20162017, tflers, follow, instadaily, instagood, instamood, me, swag, ermenegildozegna, menswear, followme, tagsforlikes, amazing, bestoftheday, fun, smile, photooftheday, autunnoinverno20162017, picoftheday, happy",2016-01-17 21:20:36
6,1,"  #boutiqueingenito #boutique #ermenegildozegna #caruso #kiton #brioni #suit #abitouomo #bespoke #bestshop #beautiful #bestphoto #follow #followme #fotografia #fashion #fashionblog #lifestyle #like4like #luxury #luxurylife #italiansdoitbetter #instagood #instamillion #menslook #newyork #milan #mexicocity #singapore  beautiful, fashion, singapore, abitouomo, kiton, bespoke, italiansdoitbetter, lifestyle, milan, luxurylife, fotografia, follow, bestphoto, like4like, caruso, boutiqueingenito, ermenegildozegna, menslook, boutique, fashionblog, bestshop, instagood, newyork, luxury, suit, instamillion, followme, mexicocity, brioni",2016-01-12 20:07:14
